category,place_id,place_name,comment_id,comment_user_id,comment_content,comment_point,comment_date,row_id
FD6,763737146,타이반쩜 상암점,9325192,2199033856,나시고랭은 타이반쩜이 최고입니다😋,5,2024.01.13.,763737146_1
FD6,763737146,타이반쩜 상암점,8639462,1168264538,"가게는 안가보고 항상 배달 시켜먹었는데 너무 맛있고 양도많아서 지도에도 리뷰 남깁니다. 
간이 조금 쎈편에 가깝고요 적게 드시는분은 두번으로 나눠드셔도 될정도고 많이 드시는편도 암창 배부르게 드실수있습니다. 무엇보다 메뉴들 다 정말 맛있습니다. 팟타이나 똠얌쌀국수.. 밥류 모두 최고..",5,2023.09.26.,763737146_2
FD6,763737146,타이반쩜 상암점,8465918,742237192,팟타이 텃만쿵 시켰는데 맛있었습니다,4,2023.09.13.,763737146_3
FD6,1976942306,호호안,10854800,3653463296,너무 맛있음!! 주인 분도 친절하시고 일단 맛있어서 자꾸 가게 됨. 주차는 이마트 주차장 이용하면 됨. 깐쇼새우 강추함.,5,2024.08.24.,1976942306_1
FD6,1976942306,호호안,9361395,1677688033,"호호안 진짜 맛있네요! 덕분에 오랜만에 맛있는 음식 든든하게 먹고갑니다. 해물, 고기 다양한 재료 하나하나가 신선하고 정성이 담겨있는게 느껴져요 최고..❤️ 사장님 직원님도 모두 친절하시구 정말 좋았습니다! 다음에 또 방문하겠어요 ෆ  ",5,2024.01.19.,1976942306_2
FD6,1976942306,호호안,8484693,2591809602,퇴근하고 친구랑 가서 깐풍기에 맥주 한 잔 했는데 깐풍기 정말 제 스타일이었습니다. 1주일에 한 번은 꼭 가고 싶은 곳이에요.,5,2023.09.05.,1976942306_3
FD6,26966309,규니왕타코 본점,10524148,1392190903,"인생 타코야끼집. 진짜 맛있음
양산형 타코야끼집들이랑은 비교가 불가할 정도
겉바속촉의 끝판왕
태국오렌지주스도 맛있음 자기 전 누웠을 때 떠오를 맛집. 개존맛",5,2024.07.10.,26966309_1
FD6,26966309,규니왕타코 본점,10524143,799266232,,5,2024.07.10.,26966309_2
FD6,26966309,규니왕타코 본점,10322830,1032243837,타코 9개 나오는데 20분 이상 걸리네요 다신 안 가요 그리고 알바 교육은 여유롭거나 지체되지 않을 때 시키는 게 좋을 듯 싶네요,1,2024.06.11.,26966309_3
FD6,770380006,큰집닭강정 DMC점,10002554,390017701,"이집 닭좀 튀기네요
12시 까지 하면 한달에 한번은 더 갈텐데...
시간 맞추기 힘듬 ㅜㅜ",4,2024.04.27.,770380006_1
FD6,1020025888,본도시락 디지털미디어시티역점,2647364,569629850,비추합니다.. 전자레인지 데우는것도 제대로 안되는듯,1,2020.11.09.,1020025888_1
FD6,1743655810,버블캐슬,9857044,1083020263,"쓰읍 몇번 가봤지만 여기 장사되는건 
주변에 경쟁업체가 적어서 그런듯.. 
잘쳐줘봐야 평타",3,2024.04.04.,1743655810_1
FD6,1743655810,버블캐슬,6149933,1036082949,"주인장 매너 없음
이런 호프집 
절대 가지마삼
먹고 있는데 치운다함
맥주 3병에 오징어시켰는데 한시간지나니 치운다함
어이없음 살다살다 이런 호프집 처음",1,2022.08.30.,1743655810_2
FD6,1743655810,버블캐슬,3620026,1281214931,"메뉴의 종류가 많고 다양합니다. 그리고 사장님과 직원분, 참 친절하시고 배려를 잘 해 주십니다. 여름에는 야장에서 술을 마실 수 있다는 장점도 있습니다^^",5,2021.05.15.,1743655810_3
FD6,1022879573,쫄면주는족발,9581860,1234915847,"맛있어요 구성도푸짐하구요 추천드려요
",4,2024.02.21.,1022879573_1
FD6,2067989708,고향식당,9753978,742715770,맛있고 친절하고 사장님 인심 좋으세요!!,5,2024.03.19.,2067989708_1
FD6,2067989708,고향식당,9611229,1194757150,,1,2024.02.26.,2067989708_2
FD6,21331327,청풍칡냉면,8357546,475208352,집근처라 자주 가는곳. 사장님 넘 친절하고 해물칼국수 맛있습니다.,5,2023.08.19.,21331327_1
FD6,1762602364,봄날김밥,9959893,386844378,"맛있습니다. 이 근동 김밥집중엔 최상위.
상당히 성의 있게 만들어줍니다. ",5,2024.04.20.,1762602364_1
FD6,1762602364,봄날김밥,9822504,730047369,,5,2024.03.30.,1762602364_2
FD6,1762602364,봄날김밥,9127576,1176076608,상암 갈 때 김밥 싸가요. 맛있어용. ,5,2023.12.12.,1762602364_3
FD6,19011022,신전떡볶이 상암점,10160484,551450025,"믿고먹는 신떡. 1인분씩 포장 가능해서 좋아용
중간맛이 생각보다 맵진않음.",4,2024.05.20.,19011022_1
FD6,19011022,신전떡볶이 상암점,7483560,1025384929,"나쁜 후기는 진짜 안남기고싶은데 여기 전화받는분은 진짜 장사 안하고싶으신거같음 자기 할말만 하고 

주문할거면 생각 하고 주문하라고 끊어버리네 ㅋㅋㅋㅋㅋㅋㅋ어케 이러지 사람이",1,2023.10.07.,19011022_2
FD6,19011022,신전떡볶이 상암점,8239137,678993576,여기 토요일에 닫아요 ㅠㅠ 정기휴일이래요 ㅠㅠ,4,2023.08.05.,19011022_3
FD6,1302068188,명태,11047834,1252238270,코다리가 촉촉 하고 양념이 칼칼하니 생선 안좋아하는데 맛있게 먹었어요&gt;_&lt;,5,2024.09.20.,1302068188_1
FD6,1302068188,명태,10539407,1168105786,위생은 좀 그렇지만 (그릇이나 수저가 설거지 잘 안되어있음..) 코다리찜은 맛있네요. 위생문제랑 소스가 상당히 자극적이고 떡볶이 소스 맛이어서 3점.. ,3,2024.07.13.,1302068188_2
FD6,1302068188,명태,10478671,554520698,,5,2024.07.03.,1302068188_3
FD6,605445563,오동닭강정,10551397,1278127579,동네 찐찐 닭강정 맛집. 닭도 사장님이 직접 손질하신다고함. 생각날때마다 포장해서 갑니다 ㅎㅎ,5,2024.07.15.,605445563_1
FD6,605445563,오동닭강정,10514709,2258847351,동네 닭강정집 중 최고입니다,5,2024.07.09.,605445563_2
FD6,605445563,오동닭강정,10398623,1645434236,맛있어요 !!! 냄새에 이끌려서 들어갔는데 너무 친절하시고 양까지 엄청 많아요 !! 매운맛은 꽤 매워요 한 틈새라면 정도 ?? 금요일 밤에 잘 먹고 있어요 ,5,2024.06.22.,605445563_3
FD6,1548769127,국수&만두가,10611050,736594875,집앞이라 종종 가는데 여태까지 먹어본 모든 국수가 좀맛탱!,5,2024.07.23.,1548769127_1
FD6,1548769127,국수&만두가,10525763,3182258037,,5,2024.07.11.,1548769127_2
FD6,1548769127,국수&만두가,10077129,1296158053,"남자사장님 친절하십니다. 잔치국수 괜찮고, 단무지랑 김치 맛있네요~~",4,2024.05.07.,1548769127_3
FD6,1972175515,굿나이스파인케이크샵,10572297,1156020179,배달로만 시켜먹어봤는데 진짜 여기 초코케이크만큼 완벽한 케이크 못봤음 과일케이크가 유명한거 같던데 물론 맛있지만 초코는 진짜 진짜 이건 진짜 맛도리임 초코시트는 촉촉하고 크림이 얼핏보면 안진해보이는데 먹어보면 가벼운데 진하고 중간에 알알이 박힌 초코칩도 맛있고 제발 초코케이크,5,2024.07.18.,1972175515_1
FD6,1972175515,굿나이스파인케이크샵,8755271,682652431,"맛있어서 다음엔 홀케이크도 주문해보려고요!
값도 합리적입니다.",5,2023.10.13.,1972175515_2
FD6,1972175515,굿나이스파인케이크샵,8732909,2788680240,케이크도 맛있고 디자인도 마음에 듭니다,5,2023.10.09.,1972175515_3
FD6,748530236,토핑왕 마포점,7715502,1549269703,"불고기피자랑 세가지맛 피자 있길래
주문했는데 다 맛있었습니다~
방문포장하면 4,000원 할인 받아서
가성비 최곱니다
치킨도 있든데 다음에 주문해볼게요~~
집앞이라 단골하겠습니다 ㅎㅎ",5,2023.05.26.,748530236_1
FD6,748530236,토핑왕 마포점,7715613,1583021828,유명프렌차이즈 피자보다 훨씬 맛도 좋고 가성비 너무좋네요ㅋㅋ담에 또 포장하러갈게요^^,5,2023.05.25.,748530236_2
FD6,1379069545,죽토피아 마포점,8978745,384423499,,5,2023.11.18.,1379069545_1
FD6,1379069545,죽토피아 마포점,8676473,1592176689,,5,2023.10.01.,1379069545_2
FD6,1037793867,홈플러스 월드컵점 푸드코트,6862391,1061263483,"코코츠 돈까스 ,알밥 우동  최악임
무늬만 음식이지  돈까스는 고기가아니고 일가루패트위에 빵가루물혀서 튀기고
우동은 맨물같은 육수에 퉁퉁부어버린 국수에
알밥은 아래부분 다 타서 딱딱함
 옆가게 함박테이크도 똑같은 
밀가루떡 스테이크ㅠ
성의가없어도 이정도로 하다니 
절대가지마세요
돈아깝고 입만 버림",1,2023.01.16.,1037793867_1
FD6,1037793867,홈플러스 월드컵점 푸드코트,5987059,1461855973,"더럽고 테이블 닦을것도 안보임
kokoro돈까스는 돈아까움
옆집 돈까스는 그나마...",1,2022.08.06.,1037793867_2
FD6,1037793867,홈플러스 월드컵점 푸드코트,5862001,1812533694,"더러워요.  엄청나게
휴지도 없고
가격은 오르고 음식은 전반적으로 맛이 떨어지고
양도 적어졌네요. 앞으로 이용하지 않을듯 하네요.",1,2022.07.17.,1037793867_3
FD6,377780989,롯데리아 홈플러스월드컵점,10565500,740980944,"성산동 에 있는
상암월드컵경기장 안에
홈플러스월드컵점 롯데리아 다녀왔어요 
키오스크 비대면 주문이라 편하고 좋았어요 
푸드코트 안에 있어서 주문후 대기하기도 좋았고요
순살치킨을 주문했어요 
30년 전에는 순살이 없었는데요 
30년전 풀팩 생각하고 받아보고 많이 실망했어요
순살여서 적어보인지도 모르겠지만
너겟크기인것도  쫌...ㅋㅋ
맛도 너겟맛 남
이럴줄알았으면 너겟으로 주문해야지 싶었어요 
아니면 뼈닭으로!

여하튼
캐시워크 기프티콘 들고가서 먹기에 나쁘지않아요 

잘생긴 오빠들이 있는곳",5,2024.07.17.,377780989_1
FD6,377780989,롯데리아 홈플러스월드컵점,10443704,743776192,"여자 직원분 두분이 친절하셨음
그리고 감튀 갓튀긴거 ㄹㅇ맛있음
별개로 초행에 식당가 찾기 힘들더라...",5,2024.06.28.,377780989_2
FD6,377780989,롯데리아 홈플러스월드컵점,10129475,474822489,한우 연인버거로 시켜 나눠 먹었어요,5,2024.05.15.,377780989_3
FD6,187141275,노브랜드버거 메가박스상암점,10792860,1215676371,고생이 많으십니다....,5,2024.08.16.,187141275_1
FD6,187141275,노브랜드버거 메가박스상암점,9824112,498410630,맛있게 잘 먹었어요~~~ 주차권이 따로 안나오는 점은 아쉬워요.,5,2024.08.07.,187141275_2
FD6,187141275,노브랜드버거 메가박스상암점,10029786,751429104,느려 터졌어요 일하는 사람도 얼마 없는데 그마저도 느릿느릿 일하는데 이럴거면 차라리 주방 안보여주는 편이 낫겠어요 보채니까 그제서야 좀 움직이네요 ㅡ,1,2024.05.01.,187141275_3
FD6,944838928,데일리키친,5268129,1109951603,요리하는 아줌마 마스크 안쓰고 요리합니다,1,2022.03.30.,944838928_1
FD6,944838928,데일리키친,2667914,256762366,"맛은 평범이하입니다.고속도로 휴게소보다
조금 나은 정도?
맛집은 절대 아니고 아래 댓글처럼
물컵이 없어서 정수기옆의 소주잔보다
조금 큰 얇은 종이재질의 물컵사용하고요
정말 맛은 비추.",2,2020.12.12.,944838928_2
FD6,944838928,데일리키친,1655603,889817763,,5,2020.03.21.,944838928_3
FD6,704648720,라이스쉐프,9940724,771600901,맛은 앵간한데.. 아주머니가 화장실에서 손 안닦고 나가셨어요....,1,2024.04.17.,704648720_1
FD6,704648720,라이스쉐프,8793238,1587310375,맛은평타. 그러나 4가지없음..,1,2023.10.19.,704648720_2
FD6,704648720,라이스쉐프,7707732,477489855,"맛은 있는데
친절과 테이블 청결상태가 부재하네요",4,2023.08.12.,704648720_3
FD6,998639643,쇼부라멘 상암월드컵경기장점,10838877,1859841262,"라멘에 삶은계란부터 시작해서 차슈는 어제 편의점에서 사서, 먹고 남은걸로 사용한 맛이구요. 면은 진짜 무슨 라면먹는 것 처럼, 다 뿔어있네요 ㅎㅎ.. 오픈주방이라 아무생각없이 들어왔는데 실망만 하고 돌아갑니다.. 왠만하면 댓글 안남기는데 너무 심각해서, 공익의 목적으로 남깁니다. 손님 응대보다 투자에 관심이 있어 수다떨고 계시는&hellip;
투자보다 본업인 매장관리에 좀 더 신경쓰시는건 어떨까요? 가격을 더 올려서 퀄리티를 올리셔야 만족도가 올라갈 것 같네요 여긴 월드컵경기장 아니면 망할것같습니다 다신안와요",1,2024.08.22.,998639643_1
FD6,998639643,쇼부라멘 상암월드컵경기장점,10272889,1440408575,"비방의 목적없이 공공이 이익을 위해 쓰는 리뷰에요 ⭐️손님한테 욕하는 가게입니다⭐️  

경기장에서 콘서트가 있던날이라 대기 있을건 예상했지만 
내 번호216, 부르는 170번으로 40명이상의 대기팀이 있나싶어 죄송하다며 취소요청드림  

근데 미리 오래 기다려야한다고 고지를 했다며  취소 안된다고 짜증냄 
(물론 난 키오스크로 주문해 그런 고지는 듣지못함)  

그런거 듣지 못했고 다시 취소 요청 했지만 계속해서 취소 못해준다며 소리지름
(여사장,남직원 둘이 같이 소리지름)  

끈질기게 취소 요청드리니 본인들 바쁜사람들이라며 왜 시간을 끄냐고(?) 하더니 취소하러 키오스크 다가감  취소하게 카드달라더니 ○○○거림  

왜욕을하냐며 따졌더니 안에있는 여사장이 아가씨거리며 진상 취급함;   

돈내고 욕듣기 싫은분들은 절대 가지마세요",1,2024.06.04.,998639643_2
FD6,998639643,쇼부라멘 상암월드컵경기장점,10270936,1207352404,간단히 먹기 좋아요.,4,2024.06.04.,998639643_3
FD6,1756190030,동해반점,11040938,729583225,친절하지만 많이 아쉬운 맛..,3,2024.09.22.,1756190030_1
FD6,1756190030,동해반점,10359230,1017633773,맛이 이상해요ㅠㅜ 니뽕내뽕 드세여ㅜㅜ,1,2024.06.16.,1756190030_2
FD6,1756190030,동해반점,9162633,475453617,"최악 &hellip;모든게 기성품임
중국집의 기본 짜장면은 짜파라면 보다 맛없음",1,2023.12.18.,1756190030_3
FD6,723061403,북촌손만두 홈플러스월드컵점,9856417,1464624962,맛있음. 근데 한 번 잘라줬으면 좋겠음,4,2024.04.04.,723061403_1
FD6,723061403,북촌손만두 홈플러스월드컵점,5238717,1252586550,"주문이 밀리면 받지 마시길 바랍니다
문제점
1. 주문이 늦게나옴(덕분에 이란전30분만에 나옴덕분에 전반 시작하고 10분만에 들어감)
2. 언제 나오냐고 물으니 바쁜데 어쩌라느냐식
3. 면도 설익음

주문 늦게 나온거 딱 보아하니 우리가 3개한번에 시켜서 하나씩 주문한거부터 나간거 같은데 장사이렇게 하는거 아닙니다",1,2022.03.24.,723061403_2
FD6,455845644,코코로벤또 홈플러스 월드컵점,11052937,2177296965,,1,2024.09.21.,455845644_1
FD6,455845644,코코로벤또 홈플러스 월드컵점,11033762,1438370229,"별 하나도 아까운 집
옛날 돈까스 모밀세트 시켰는데
냉동 싸구려맛의 돈까스에 깜짝 놀람
아직도 이런 돈까스를 재료로 쓴다는 것이 놀라움
원래 리뷰 안 쓰는데
개선을 위해 리뷰를 남김",1,2024.09.18.,455845644_2
FD6,455845644,코코로벤또 홈플러스 월드컵점,10830577,1731140526,에휴... 말모 내 입만 아픔 할많하않!!!!,1,2024.08.21.,455845644_3
FD6,16044741,성산왕갈비,11012105,1302697619,"친구가 동네 놀러 온다고 해서 어디 갈까 하다가 압구정 사는 친구랑 통화하다가
아파트 단지에 있는 생갈비 맛있는데 있다면서 성산동에 있는 성산 왕갈비를 알려 주더라구요ㅎㅎ
가족, 친구들 멀리 여기까지 와서
둘이 5인분, 8인분 먹고가고! 된장찌개도 정말 맛있다면서 꼭 먹어 봐야 한다고 !
여기 사장님한테 물어보니 장을 직접 담근다고 하네요. 어쩐지 정말 정말 맛있더라.  이 생갈비를 안 먹어 보면 정말 후회. 맛집 맞아요 :)",5,2024.09.15.,16044741_1
FD6,16044741,성산왕갈비,10450444,1666797218,기름 너...무 많아요,1,2024.06.29.,16044741_2
FD6,16044741,성산왕갈비,9552636,809868388,,5,2024.02.16.,16044741_3
FD6,1007637569,마야콩짜장,10797297,386844378,"콩짜장 먹어보면 다른 짜장 못먹게 됩니다.
갈비짬뽕도 레전설~
탕수육에 돼지 냄새가 좀 나는 게 흠",4,2024.08.17.,1007637569_1
FD6,1007637569,마야콩짜장,10356136,3365577486,정말 맛있어서 지금까지 20번 넘게 시켜 먹었어요.(가서 먹은 것 까지 합하면 35번이 넘어용!).콩국수도 정말 맛있답니다.,5,2024.06.15.,1007637569_2
FD6,1007637569,마야콩짜장,9371497,1393205350,,5,2024.01.20.,1007637569_3
FD6,592221313,냉삶집,10803505,499611303,가끔 냉삼 생각날때 가서 먹기 좋아용,5,2024.08.17.,592221313_1
FD6,592221313,냉삶집,10472705,948296504,냉삼이 먹고 싶어서 갔는데 가격도 합리적이고 밑반찬도 엄청 푸짐하고 맛있어요! 다른 고깃집이랑 차별화가 잘 된 메뉴들이 많아서 좋았구요. 무엇보다 사장님과 알바생분들이 넘나 친절하셔서 좋았습니다! 성산동 냉삼 맛집으로 추천해요!!,5,2024.07.02.,592221313_2
FD6,592221313,냉삶집,10211592,1221663483,사장님 바뀌고 엄청 좋아요! 냉삼도 맛있는데 껍데기가 진짜 최고!!! 엄청 친절하시고 짱짱,5,2024.05.27.,592221313_3
FD6,8393682,본죽 성산점,10014771,1511897968,매번 친절하시고 조리도 빠르게 깨끗이 해주셔서 좋습니다,5,2024.04.29.,8393682_1
FD6,8393682,본죽 성산점,8886345,1034420913,친절하시고 죽 맛있어요!,5,2023.11.02.,8393682_2
FD6,8393682,본죽 성산점,8432607,736700708,,4,2023.08.29.,8393682_3
FD6,1923350514,우럼마왕만두 성산점,3497103,743934359,집 근처에 꿀맛 만두집이 생겨서 너무 좋아요!!,5,2021.04.24.,1923350514_1
FD6,17198049,하우돈곱창 성산점,10803490,499611303,"배달만 해먹다가 마침 집근처라 매장가서 먹었어요 !! 맛있는데 왜 후기가 안좋은지 ㅠㅠ 
야채곱창도 맛있고 막창도 부들부들한게 진짜 맛있어요 
",5,2024.08.17.,17198049_1
FD6,17198049,하우돈곱창 성산점,9117364,3155261365,"댓글 먼저보고 다른데 갈걸  후회되네요. 왠만하면 그냥 지나가는데 저같은 사람이 또 생기지 않길 바라면서 적습니다.소곱창전골을 먹는데 비린맛이 나서 여사장님께 좀 비린데요 하니 그런말 들은거 처음이라고 하시면서 그냥 가시고 더 끓은다음에도 그러니 한번 드셔보라고 했어요 드시지않고 깻잎이나 매운고추넣어줄까요 하시네요 매운게 싫어서 깻잎 썰은거 넣었는데도 마찬가지 였구요 곱창상태가 영 안좋아서 남사장님께 곱창에 곱이 하나도 없고 곱창이 찢어졌거나 안까지 잘라진 곱창은 왜 그런거냐구 물어보니 사장님은 자기도 모르시겠다고 하시네요 좀 너무하다 싶어 재차 물어보니 공장서 가져오는데 한번 확인해 보겠답니다. 그러실거면 매장에 주인이 정성스럽게 직접 재료를  준비한다는 문구는 붙이지 마셔야죠.  나온 마늘도 아쉽네요  
냄새나서 소스달라고 했어요 흔한 간장겨자소스도 없어요
3만5천원짜리 먹으면서 돈이 너무 아까와요",1,2023.12.10.,17198049_2
FD6,17198049,하우돈곱창 성산점,8209745,1066706895,다시는 주문 안 합니다.ㄴㅓㅁㅜㅅㅣㄹㅁㅏㅇ,1,2023.08.02.,17198049_3
FD6,16904583,부자떡집,2795625,733843278,배민에서 주문가능해요 ,5,2020.12.10.,16904583_1
FD6,8136224,피자스쿨 성산점,3826904,1000325006,저렴하고 맛있어요,5,2021.06.21.,8136224_1
FD6,8136224,피자스쿨 성산점,1765576,1028265736,친절하시고 시간도 미리 안내해주셔서 기다리지 않게 챙겨주세요,5,2020.04.25.,8136224_2
FD6,8136224,피자스쿨 성산점,332044,989288053,"파인애플은 고만고만
고르곤졸라는 넘 짜서
먹다 버렸어요
차라리 좀 더 보태서
도미노나 미스터 먹겠어요",2,2018.12.19.,8136224_3
FD6,1353152309,밀로아,8292018,1168105786,"한입씩 먹고 맛있어서 올려야겠다 싶어서 올려요! 
초코 스콘은 달지 않고 담백해서 좋았고, 에그타르트도 마찬가지였어요. 과한 것 없이 적당히 맛있네요!

수정(20240911)

커피는 맛 없어요. 하지만 빵은 전반적으로 다 맛있습니다. 식빵이나 모닝빵류는 비추하지만 다른 빵들은 다 맛있어요! 뚜쥬나 파바 말고도 동네빵집이 있어주어서 감사할 따름입니다.. 소금빵, 치즈앤베리(?) 빵은 왕왕 추천해요. 진짜 맛있어요. 마늘바게트도 맛있고.. 케이크도 무난하게 맛있었어요! 

사실 엄~~~청난 빵 맛집은 아니지만 전반적으로 맛있고, 친절하시고, 빵 종류도 다양하고, 종종 신제품도 출시해주시고, 적립금도 많이 주시고 해서 5점으로 수정했어요. ",5,2024.09.11.,1353152309_1
FD6,1353152309,밀로아,10490292,1288289799,넘 맛있어서 이틀연속 방문&hellip; 밥 배터지게 먹었는데도 ㅡ밀로아 소금빵이 생각났어요 🥺🥺 아침에 가서도 사먹어봤고 저녁에 가서도 사먹어봤는데 역시 갓구운 게 최고 ㅠ 저녁에 사드시는 분들은 꼭 에프굽해서 드셔보세요 !!!! 크림들은 소금빵도 나왔으면 좋겠는 바램 ㅎㅎ,5,2024.07.05.,1353152309_2
FD6,1353152309,밀로아,9909727,764544649,미친 대존맛 ㅠㅠㅠㅠㅠ소듬빵 개큼 ,5,2024.04.12.,1353152309_3
FD6,14855755,김밥나라 성산점,10079398,775142293,딱 가격만큼의 맛입니다 ㅎㅎㅎㅎ,5,2024.05.08.,14855755_1
FD6,14855755,김밥나라 성산점,9895257,1013397068,"땡초김밥이랑 참치김치찌개 먹었는데
너무맛없어요
계산하면서 너무 맛없다고 했어요",1,2024.04.10.,14855755_2
FD6,14855755,김밥나라 성산점,6984526,1314029396,,1,2023.02.09.,14855755_3
FD6,14604498,종로떡방,10096290,771795611,떡이 맛있어서 종종 사먹어요!!,5,2024.05.10.,14604498_1
FD6,943075677,호세야오리바베큐 성산점,6425494,390017701,"위생이 영..,.",2,2022.10.21.,943075677_1
FD6,943075677,호세야오리바베큐 성산점,3203524,1033584073,식어서 와떠,3,2021.03.07.,943075677_2
FD6,943075677,호세야오리바베큐 성산점,1780539,1181364735,"사진을 미리 찍어 놓을껄~^^
한입 먹고나니 생각났어요~
포장부터 깔끔~^^  집에서 가깝지 않은 거린데도 친절하게 배달~따끈하게 도착~^^  개인용 접시도 챙겨주신 쎈쓰~맛도 깔끔,맛있네요~  배달 맛집..드디어 찾았어요~",5,2020.04.29.,943075677_3
FD6,1971091723,찜쌤,10288369,1177142600,아구찜 소자 시켰는데 양도 푸짐하고 맛있어요 ㅎㅎ홀은 없구 포장이나 배달만 가능하니 참고하세요!,5,2024.06.06.,1971091723_1
FD6,1971091723,찜쌤,9878515,1156780597,푸짐하고 깔끔하고 친절하세요^^~,5,2024.04.07.,1971091723_2
FD6,1971091723,찜쌤,9071906,1011885845,이런 맛집이 있었네요ㅎ 포장해서 먹었는데 맛👍🏼,5,2023.12.06.,1971091723_3
FD6,8958424,마르메종과자점,10761558,1691529233,재료를 아끼지 않은 샌드위치와 라떼👍,5,2024.08.12.,8958424_1
FD6,8958424,마르메종과자점,10358484,1225302130,와 진짜 여기 왜이랗게 맛있는거야 진짜ㅜㅜ우리동네도 열어주세요 집옆에 있음맨날갈텐데,5,2024.06.16.,8958424_2
FD6,8958424,마르메종과자점,10137892,1234803803,"동네 빵집이라 몇 번 방문했는데 거듭할수록 다음에 또 와야지 싶었어요. 개인적으로 밀가루를 많이 먹으면 속쓰림이 있곤 한데, '쌀'식빵이라고 적힌 것처럼 쌀가루 함유된 제품들은 먹었을 때도 속쓰림이나 더부룩한 느낌 없이 속이 편해서 좋더라고요. 사장님도 친절하시고 가격대도 저렴한 편입니다. 

무엇보다도 샌드위치가 정말 든든해서 가격 생각하면 놀라웠어요. 안 후로 배달 샌드위치를 안 먹게 됐습니다. 개인적으로 깜빠뉴, 호밀빵, 식빵 등 담백한 빵을 특히 잘 만드신다고 느꼈는데 블루베리생크림빵도 진짜 맛있어서 감탄했어요.",5,2024.05.16.,8958424_3
FD6,16471695,풍어수산,3627610,1081385161,,5,2021.05.17.,16471695_1
FD6,16471695,풍어수산,2758586,1492564024,사장님 부부 너무 친절하세요. 회도 두껍게 썰어주시고 2명이서 회 한접시 다먹어 버려서 매운탕도 못먹었어요. 대방어 먹었는데 진짜 김이랑 묵은지랑 너무 잘어울려요. 와 진짜 맛있게 먹었습니다. 지금 대방어철인데 여기 진짜 맛있어요 회 꼭 드셔보세요.,5,2020.12.02.,16471695_2
FD6,16471695,풍어수산,2714462,456895451,회가 먹고싶을때는 늘 풍어수산입니다.,5,2020.11.23.,16471695_3
FD6,19154221,올떡볶이 성산점,9358568,1022967779,사장님 친절하시구 맛있어요~~ 추천,5,2024.01.18.,19154221_1
FD6,19154221,올떡볶이 성산점,8409007,1903703767,"분식 생각날 때마다 가는, 시영 아파트 상가 분식집. 갈 때 마다 동네 아이들 올망졸망 앉아서 떡볶이랑 어묵 먹고 있는 모습도 귀여움. 아저씨 친절하시고 음식도 깔끔함. 분식 먹고 배아픈 적 종종 있는데 이 집은 한 번도 그런 일이 없었음. ",5,2023.08.26.,19154221_2
FD6,19154221,올떡볶이 성산점,7130474,1158435932,"떡꼬치 존맛 어릴때 먹던맛 그대로!!
아저씨 친절하심ㅎㅎ 순대포장 그릇은 작은데 푸짐하게 주심 떡꼬치 먹으러 또갈꺼임",5,2023.03.06.,19154221_3
FD6,481546701,김경자대구왕뽈찜 상암점,7627369,521684273,불친절,1,2023.05.14.,481546701_1
FD6,481546701,김경자대구왕뽈찜 상암점,5549752,892298304,"단체손님들이 많아서 이해는하지만 대응이좀 아쉽고
식기,수저등 위생은 안좋았습니다;
그럼에도 인생아구찜 2위라 가깝기도하고 재방문의사가
다분합니다~ 전분끼가 없다시피한것두 만족스럽네요~
볶음밥은 양념이 너무맛있어서 기대했는데 좀 싱거웠네요;
볶음밥 주문전에 양념 충분히 덜어놓으시길~",4,2022.05.21.,481546701_2
FD6,481546701,김경자대구왕뽈찜 상암점,4226159,1284788011,"맛있고 푸짐해요. 좌석도 깔끔하고, 테이블 간격도 넓게 띄워줍니다.",5,2021.09.02.,481546701_3
FD6,1032182620,두끼떡볶이 홈플러스상암월드컵점,10983388,812218674,두끼중에 제일 깔끔한편이라는게 아이러니..,4,2024.09.11.,1032182620_1
FD6,1032182620,두끼떡볶이 홈플러스상암월드컵점,10565949,309436670,,3,2024.07.17.,1032182620_2
FD6,1032182620,두끼떡볶이 홈플러스상암월드컵점,10297620,1849130288,"두끼답고 맛있음
찾기는 좀 어려운듯",3,2024.06.07.,1032182620_3
FD6,12139744,마포회관,8691982,2148883559,"쓰레기 식당
샤브 인당 5천원이라면서 갑자기 가스비 운운하면서 2명이 3만원 이상 부름 인당 5천원이라고 적혀있어 항의하면 아줌마가 소리지르고 욕함.
반도회관가세요 다들",1,2023.10.03.,12139744_1
FD6,12139744,마포회관,6328404,1023853868,"킹크랩 먹으러 갔는데 kg당 자리값 5천원만 받던 것에다 추가로 회먹는 사람들에게 물리던 기본세팅비 1인당 3천원을 추가로 받네요. 사실상 필요도 없는 상추, 깻잎, 쌈장, 마늘을 강매하는 거죠.",1,2022.10.02.,12139744_2
FD6,12139744,마포회관,2415234,303341224,종업원분들을 부르기 위해 아무리 벨을 눌러도 오지 않으심,1,2020.09.20.,12139744_3
FD6,2104058090,미카도스시 상암월드컵점,10679610,302222233,제발 없어지지 말고 오래 영업해주세요 ㅠㅠ,5,2024.08.06.,2104058090_1
